Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Percentage,Cost Price,Year Month
CA-2016-121755,2016-01-16,12/16/2015,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10001970,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2.0,0.2,27.61404870483602,237.07115989728726,-15.96604870483602,2016-01
CA-2016-121755,2016-01-16,1/20/2016,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049.0,West,TEC-AC-10003027,Technology,Accessories,Staple envelope,90.57,3.0,0.0,11.7741,13.0,78.79589999999999,2016-01
US-2015-150630,2016-09-05,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7.0,0.5,-1665.0522,-54.0,4748.4822,2016-09
US-2015-150630,2015-09-17,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,Pennsylvania,19140.0,West,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2.0,0.7,-7.0532,-73.33333333333334,16.6712,2015-09
US-2015-150630,2015-09-17,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,55147.14341300722,East,FUR-FU-10004848,Furniture,Binders,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3.0,0.2,15.525,12.5,108.675,2015-09
US-2015-150630,2015-09-17,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2.0,0.2,1.1016,33.75,2.1624,2015-09
US-2015-150630,2015-09-17,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,California,19140.0,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6.0,0.15568982768204562,9.7092,11.249999999999998,76.5948,2015-09
US-2015-150630,2015-09-17,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,California,19140.0,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6.0,0.7,-5.715,-83.33333333333334,12.573,2015-09
US-2015-150630,2015-09-17,12/16/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2.0,0.2,27.61404870483602,175.21604508144682,-11.85404870483602,2015-09
CA-2017-107727,2017-10-19,10/23/2017,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3.0,0.2,9.9468,33.75,19.5252,2017-10
CA-2016-117590,2016-12-08,12/10/2016,First Class,WB-21850,Gene Hale,Corporate,United States,New York City,Texas,75080.0,Central,TEC-PH-10004977,Technology,Binders,GE 30524EE4,1097.544,7.0,0.2,123.4737,11.249999999999998,974.0703000000001,2016-12
CA-2016-117590,2016-12-08,12/10/2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080.0,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5.0,0.6,-147.963,-77.5,338.883,2016-12
CA-2015-117415,2015-12-27,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9.0,0.2,35.415,31.25,77.91300000000001,2015-12
CA-2015-117415,2015-12-27,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Consumer,United States,Houston,Texas,77041.0,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3.0,0.32,-46.9764,-8.823529411764707,579.3756,2015-12
CA-2015-117415,2015-12-27,12/16/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,FUR-CH-10004218,Furniture,Binders,"Global Fabric Manager's Chair, Dark Gray",212.058,3.0,0.3,-15.147,-7.142857142857144,227.20499999999998,2015-12
CA-2015-117415,2015-12-27,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,TEC-PH-10000486,Office Supplies,Phones,Plantronics HL10 Handset Lifter,371.168,4.0,0.15568982768204562,41.7564,11.25,329.4116,2015-12
CA-2017-120999,2017-09-10,9/15/2017,Standard Class,LC-16930,William Brown,Corporate,United States,Naperville,Illinois,60540.0,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4.0,0.2,16.5564,11.249999999999998,130.6116,2017-09
CA-2016-101343,2016-07-17,7/22/2016,Standard Class,RA-19885,William Brown,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2.0,0.0,3.894,5.0,73.98599999999999,2016-07
CA-2017-139619,2017-09-19,12/16/2015,Standard Class,ES-14080,Erin Smith,Corporate,United States,New York City,Florida,32935.0,South,OFF-PA-10001970,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2.0,0.2,9.5616,10.0,86.0544,2017-09
CA-2016-118255,2016-03-11,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2.0,0.0,19.7714,43.00000000000001,26.208599999999997,2016-03
CA-2016-118255,2016-03-11,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,OFF-PA-10001970,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2.0,0.0,8.2062,47.0,9.2538,2016-03
CA-2014-146703,2014-10-20,10/25/2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4.0,0.0,8.4784,4.0,203.48160000000001,2014-10
CA-2016-169194,2016-06-20,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901.0,East,TEC-AC-10002167,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,45.0,3.0,0.0,4.95,11.0,40.05,2016-06
CA-2016-169194,2016-09-05,6/25/2016,Standard Class,LH-16900,William Brown,Consumer,United States,Dover,Delaware,55147.14341300722,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2.0,0.0,6.104,27.999999999999996,15.696000000000002,2016-09
CA-2015-115742,2015-04-18,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6.0,0.0,17.9634,47.0,20.2566,2015-04
CA-2017-100111,2015-04-18,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,Indiana,55147.14341300722,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,3.7907726514730404,0.0,35.3346,47.0,39.845400000000005,2015-04
CA-2017-100111,2015-04-18,12/16/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,Indiana,47150.0,Central,FUR-FU-10001706,Office Supplies,Binders,Longer-Life Soft White Bulbs,6.16,3.7907726514730404,0.0,2.9568,48.0,3.2032000000000003,2015-04
CA-2015-115742,2015-04-18,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1.0,0.0,17.0981,19.0,72.89189999999999,2015-04
CA-2016-105816,2016-12-11,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7.0,0.0,6.2566,41.0,9.0034,2016-12
CA-2016-105816,2016-12-11,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5.0,0.0,298.6855,28.999999999999996,731.2645,2016-12
CA-2016-111682,2016-06-17,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6.0,0.0,52.14,25.0,156.42000000000002,2016-06
CA-2016-111682,2016-06-17,6/18/2016,First Class,TB-21055,William Brown,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5.0,0.0,15.552,48.0,16.848,2016-06
CA-2016-111682,2016-06-17,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,New York City,New York,12180.0,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5.0,0.1,7.098,2.222222222222222,312.312,2016-06
CA-2016-111682,2016-06-17,6/18/2016,First Class,WB-21850,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2.0,0.0,6.9888,48.0,7.5712,2016-06
CA-2016-111682,2016-06-17,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,TEC-AC-10002167,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,30.0,2.0,0.0,3.3,11.0,26.7,2016-06
CA-2016-111682,2016-06-17,6/18/2016,First Class,WB-21850,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10001970,Office Supplies,Binders,Plastic Binding Combs,48.48,3.7907726514730404,0.2,16.362,33.75,32.117999999999995,2016-06
CA-2016-111682,2016-06-17,6/18/2016,First Class,TB-21055,William Brown,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1.0,0.0,0.84,50.0,0.84,2016-06
CA-2015-135545,2015-11-24,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,55147.14341300722,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2.0,0.0,6.1512,44.0,7.8288,2015-11
CA-2017-100111,2015-11-24,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6.0,0.2,27.61404870483602,106.93172515813202,-1.7900487048360176,2015-11
CA-2017-100111,2015-11-24,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3.0,0.15568982768204562,68.9631,47.0,77.76689999999999,2015-11
CA-2015-135545,2015-11-24,11/30/2015,Standard Class,KM-16720,William Brown,Consumer,United States,Los Angeles,California,90004.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4.0,0.0,22.3328,27.999999999999996,57.427200000000006,2015-11
US-2015-164175,2015-04-30,5/5/2015,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10001146,Office Supplies,Chairs,Staple envelope,230.86443466370207,5.0,0.3,-15.2225,-6.59369643582151,246.08693466370207,2015-04
CA-2017-100111,2014-12-05,12/10/2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,New York City,Arizona,85234.0,West,OFF-PA-10001970,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8.0,0.15568982768204562,111.3024,10.000000000000002,1001.7215999999999,2014-12
CA-2014-106376,2016-09-05,12/10/2014,Standard Class,WB-21850,Brendan Sweed,Consumer,United States,Gilbert,Arizona,85234.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,3.7907726514730404,0.2,62.988,37.5,104.97999999999999,2016-09
CA-2017-100111,2016-06-04,6/6/2016,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2.0,0.0,35.6636,47.00000000000001,40.21639999999999,2016-06
CA-2016-106075,2016-09-18,9/23/2016,Standard Class,HM-14980,William Brown,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1.0,0.2,1.731,37.50000000000001,2.885,2016-09
CA-2017-114440,2017-09-14,9/17/2017,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,California,49201.0,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3.0,0.0,8.763,46.0,10.287,2017-09
US-2015-134026,2015-04-26,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8.0,0.2,27.61404870483602,3.319251565605529,804.321951295164,2015-04
US-2015-134026,2015-04-26,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2.0,0.2,1.213,1.25,95.82700000000001,2015-04
US-2015-134026,2015-04-26,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10004123,Office Supplies,Binders,Safco Industrial Wire Shelving System,72.784,1.0,0.2,-18.196,-25.0,90.98,2015-04
US-2017-118038,2017-12-09,12/11/2017,First Class,WB-21850,William Brown,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3.0,0.8,-1.9344,-154.99999999999997,3.1824,2017-12
US-2017-118038,2016-09-05,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3.0,0.6,-5.8248,-60.0,15.5328,2016-09
US-2017-118038,2017-12-09,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3.0,0.2,2.724,10.000000000000002,24.516,2017-12
US-2014-147606,2014-11-26,12/1/2014,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,55147.14341300722,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5.0,0.6,-14.475,-75.0,33.775,2014-11
CA-2016-127208,2016-06-12,6/15/2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1.0,0.0,56.2032,27.0,151.9568,2016-06
CA-2016-127208,2016-06-12,6/15/2016,First Class,WB-21850,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3.0,0.0,8.0352,48.00000000000001,8.704799999999999,2016-06
CA-2014-139451,2014-10-12,10/16/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10001970,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5.0,0.0,4.172,27.999999999999996,10.728000000000002,2014-10
CA-2014-139451,2014-10-12,10/16/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1.0,0.0,6.2031,28.999999999999996,15.186900000000001,2014-10
CA-2015-149734,2015-09-03,12/16/2015,Standard Class,WB-21850,Julie Creighton,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-EN-10000927,Office Supplies,Binders,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7.0,0.2,62.8075,31.25,138.1765,2015-09
US-2017-119662,2017-11-13,11/16/2017,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3.0,0.2,-48.9549,-21.25,279.3309,2017-11
CA-2017-140088,2017-05-28,5/30/2017,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203.0,South,FUR-CH-10000863,Furniture,Binders,Novimex Swivel Fabric Task Chair,301.96,2.0,0.0,33.2156,11.000000000000002,268.7444,2017-05
CA-2017-155558,2017-10-26,11/2/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,TEC-AC-10001998,Technology,Accessories,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1.0,0.0,6.7966,34.0,13.193399999999999,2017-10
CA-2017-155558,2017-10-26,11/2/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2.0,0.0,2.9568,48.0,3.2032000000000003,2017-10
CA-2016-159695,2016-04-05,4/10/2016,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7.0,0.2,27.61404870483602,17.436634108428485,130.75395129516397,2016-04
CA-2017-100111,2016-09-17,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,55147.14341300722,West,OFF-AR-10004930,Office Supplies,Binders,Turquoise Lead Holder with Pocket Clip,20.1,3.0,0.0,6.633,32.99999999999999,13.467000000000002,2016-09
CA-2016-109806,2016-09-17,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,New York City,California,90036.0,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2.0,0.2,8.2782,11.249999999999998,65.3058,2016-09
CA-2017-100111,2016-09-17,9/22/2016,Standard Class,JS-15685,Jim Sink,Consumer,United States,Los Angeles,California,90036.0,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,230.86443466370207,3.7907726514730404,0.0,3.1104,1.34728417763043,227.75403466370207,2016-09
CA-2015-149587,2015-01-31,2/5/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,California,55147.14341300722,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2.0,0.0,6.2208,47.99999999999999,6.739200000000001,2015-01
